starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
406557578,53.0,Saccade,1,0.63326,NaN,NaN,934.00,560.00,526.00,468.00
406610911,160.0,Fixation,1,0.59097,553.00,482.00,NaN,NaN,NaN,NaN
406770899,47.0,Saccade,2,0.57328,NaN,NaN,557.00,486.00,258.00,458.00
406817567,117.0,Fixation,2,0.57374,285.00,456.00,NaN,NaN,NaN,NaN
406934235,17.0,Saccade,3,0.57737,NaN,NaN,292.00,460.00,286.00,426.00
406950901,150.0,Fixation,3,0.58981,294.00,415.00,NaN,NaN,NaN,NaN
407100902,38.0,Saccade,4,0.60263,NaN,NaN,296.00,412.00,488.00,426.00
407139237,133.0,Fixation,4,0.60895,478.00,416.00,NaN,NaN,NaN,NaN
407272571,57.0,Saccade,5,0.62868,NaN,NaN,473.00,412.00,1082.00,298.00
407329238,233.0,Fixation,5,0.64274,1047.00,306.00,NaN,NaN,NaN,NaN
407562573,42.0,Saccade,6,0.65895,NaN,NaN,1044.00,306.00,1176.00,300.00
407604241,282.0,Fixation,6,0.66572,1176.00,309.00,NaN,NaN,NaN,NaN
407885909,28.0,Saccade,7,0.66933,NaN,NaN,1176.00,314.00,788.00,436.00
407932576,13.0,Saccade,8,0.66652,NaN,NaN,328.00,460.00,250.00,463.00
407949243,17.0,Saccade,9,0.66634,NaN,NaN,268.00,462.00,292.00,452.00
407965909,103.0,Fixation,7,0.65978,306.00,449.00,NaN,NaN,NaN,NaN
408069244,12.0,Saccade,10,0.66073,NaN,NaN,310.00,445.00,298.00,472.00
408080910,290.0,Fixation,8,0.66816,299.00,476.00,NaN,NaN,NaN,NaN
408370913,38.0,Saccade,11,0.68105,NaN,NaN,296.00,482.00,492.00,482.00
408409248,450.0,Fixation,9,0.67316,487.00,483.00,NaN,NaN,NaN,NaN
408859252,35.0,Saccade,12,0.68505,NaN,NaN,497.00,490.00,632.00,492.00
