starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
1441344571,53.0,Saccade,1,0.77425,NaN,NaN,972.00,534.00,614.00,424.00
1441397903,118.0,Fixation,1,0.74074,622.00,417.00,NaN,NaN,NaN,NaN
1441516239,40.0,Saccade,2,0.72481,NaN,NaN,623.00,416.00,354.00,388.00
1441556241,157.0,Fixation,2,0.71475,362.00,387.00,NaN,NaN,NaN,NaN
1441712906,18.0,Saccade,3,0.71213,NaN,NaN,360.00,382.00,308.00,380.00
1441731242,303.0,Fixation,3,0.71224,310.00,376.00,NaN,NaN,NaN,NaN
1442034577,23.0,Saccade,4,0.71471,NaN,NaN,312.00,378.00,400.00,382.00
1442057910,200.0,Fixation,4,0.71553,397.00,383.00,NaN,NaN,NaN,NaN
1442257910,28.0,Saccade,5,0.71794,NaN,NaN,394.00,384.00,509.00,391.00
1442286245,173.0,Fixation,5,0.72210,528.00,397.00,NaN,NaN,NaN,NaN
1442459578,28.0,Saccade,6,0.72476,NaN,NaN,527.00,394.00,656.00,414.00
1442487913,243.0,Fixation,6,0.72695,658.00,410.00,NaN,NaN,NaN,NaN
1442731249,28.0,Saccade,7,0.72835,NaN,NaN,662.00,406.00,766.00,418.00
1442759581,282.0,Fixation,7,0.73125,780.00,423.00,NaN,NaN,NaN,NaN
1443041251,27.0,Saccade,8,0.73786,NaN,NaN,782.00,424.00,882.00,426.00
1443067917,172.0,Fixation,8,0.74356,884.00,432.00,NaN,NaN,NaN,NaN
1443239586,25.0,Saccade,9,0.74686,NaN,NaN,884.00,434.00,960.00,437.00
1443264584,287.0,Fixation,9,0.75179,969.00,446.00,NaN,NaN,NaN,NaN
1443551255,60.0,Saccade,10,0.75186,NaN,NaN,968.00,448.00,352.00,452.00
1443611253,133.0,Fixation,10,0.75175,353.00,454.00,NaN,NaN,NaN,NaN
1443744588,18.0,Saccade,11,0.75249,NaN,NaN,344.00,464.00,293.00,473.00
1443762921,698.0,Fixation,11,0.74827,302.00,473.00,NaN,NaN,NaN,NaN
1444461262,27.0,Saccade,12,0.73958,NaN,NaN,306.00,473.00,346.00,393.00
1444487928,253.0,Fixation,12,0.73930,353.00,393.00,NaN,NaN,NaN,NaN
1444741264,42.0,Saccade,13,0.74747,NaN,NaN,352.00,395.00,514.00,406.00
1444782930,185.0,Fixation,13,0.74556,522.00,402.00,NaN,NaN,NaN,NaN
1444967932,22.0,Saccade,14,0.74049,NaN,NaN,524.00,402.00,608.00,406.00
1444989599,128.0,Fixation,14,0.73917,601.00,406.00,NaN,NaN,NaN,NaN
1445117933,22.0,Saccade,15,0.74082,NaN,NaN,604.00,409.00,690.00,416.00
1445139598,93.0,Fixation,15,0.73969,681.00,418.00,NaN,NaN,NaN,NaN
1445232932,55.0,Saccade,16,0.74824,NaN,NaN,682.00,420.00,934.00,205.00
1445287933,372.0,Fixation,16,0.75221,941.00,195.00,NaN,NaN,NaN,NaN
1445659605,62.0,Saccade,17,0.74575,NaN,NaN,936.00,192.00,361.00,478.00
1445721271,155.0,Fixation,17,0.73337,353.00,501.00,NaN,NaN,NaN,NaN
1445876273,17.0,Saccade,18,0.73209,NaN,NaN,352.00,498.00,293.00,484.00
1445892941,275.0,Fixation,18,0.73491,301.00,474.00,NaN,NaN,NaN,NaN
1446167925,25.0,Saccade,19,0.72984,NaN,NaN,296.00,474.00,424.00,468.00
1446192927,173.0,Fixation,19,0.72489,413.00,466.00,NaN,NaN,NaN,NaN
1446366261,23.0,Saccade,20,0.72071,NaN,NaN,410.00,470.00,520.00,464.00
1446389594,173.0,Fixation,20,0.71940,514.00,469.00,NaN,NaN,NaN,NaN
1446562931,30.0,Saccade,21,0.71929,NaN,NaN,518.00,468.00,672.00,478.00
1446592930,230.0,Fixation,21,0.71724,672.00,482.00,NaN,NaN,NaN,NaN
1446822933,28.0,Saccade,22,0.71704,NaN,NaN,680.00,478.00,784.00,498.00
1446851264,257.0,Fixation,22,0.71752,791.00,498.00,NaN,NaN,NaN,NaN
1447107933,37.0,Saccade,23,0.71666,NaN,NaN,794.00,496.00,924.00,510.00
1447144601,193.0,Fixation,23,0.71723,938.00,509.00,NaN,NaN,NaN,NaN
1447337936,25.0,Saccade,24,0.71825,NaN,NaN,942.00,508.00,1018.00,513.00
1447454603,25.0,Saccade,25,0.72346,NaN,NaN,1044.00,514.00,1132.00,522.00
1447471271,258.0,Fixation,24,0.72167,1120.00,525.00,NaN,NaN,NaN,NaN
1447729608,32.0,Saccade,26,0.72143,NaN,NaN,1116.00,530.00,1282.00,494.00
1447761276,245.0,Fixation,25,0.71693,1286.00,497.00,NaN,NaN,NaN,NaN
1448006278,32.0,Saccade,27,0.71632,NaN,NaN,1288.00,494.00,1418.00,487.00
1448037941,340.0,Fixation,26,0.71237,1414.00,492.00,NaN,NaN,NaN,NaN
1448377946,28.0,Saccade,28,0.70890,NaN,NaN,1412.00,490.00,1544.00,496.00
1448406280,130.0,Fixation,27,0.70620,1546.00,486.00,NaN,NaN,NaN,NaN
1448536280,53.0,Saccade,29,0.70573,NaN,NaN,1549.00,491.00,743.00,496.00
1448591281,37.0,Saccade,30,0.69694,NaN,NaN,681.00,474.00,330.00,505.00
1448627949,250.0,Fixation,28,0.69586,323.00,506.00,NaN,NaN,NaN,NaN
1448877949,27.0,Saccade,31,0.69646,NaN,NaN,322.00,510.00,468.00,498.00
1448904619,272.0,Fixation,29,0.69431,458.00,504.00,NaN,NaN,NaN,NaN
1449176287,28.0,Saccade,32,0.69179,NaN,NaN,464.00,505.00,602.00,509.00
1449204622,165.0,Fixation,30,0.68886,601.00,510.00,NaN,NaN,NaN,NaN
1449369621,45.0,Saccade,33,0.68721,NaN,NaN,600.00,504.00,775.00,528.00
1449414624,297.0,Fixation,31,0.68886,779.00,525.00,NaN,NaN,NaN,NaN
1449711290,28.0,Saccade,34,0.69240,NaN,NaN,778.00,524.00,926.00,538.00
1449739626,222.0,Fixation,32,0.69209,930.00,544.00,NaN,NaN,NaN,NaN
1449961294,58.0,Saccade,35,0.69212,NaN,NaN,930.00,540.00,323.00,578.00
1450019627,555.0,Fixation,33,0.70022,327.00,586.00,NaN,NaN,NaN,NaN
1450574631,15.0,Saccade,36,0.69996,NaN,NaN,330.00,595.00,375.00,604.00
1450589634,267.0,Fixation,34,0.69981,369.00,599.00,NaN,NaN,NaN,NaN
1450856302,13.0,Saccade,37,0.70029,NaN,NaN,370.00,602.00,341.00,584.00
