starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
500849524,23.0,Saccade,1,0.79479,NaN,NaN,944.00,558.00,751.00,503.00
500874525,32.0,Saccade,2,0.78707,NaN,NaN,708.00,512.00,450.00,466.00
500906192,157.0,Fixation,1,0.75748,454.00,473.00,NaN,NaN,NaN,NaN
501062860,35.0,Saccade,3,0.73548,NaN,NaN,456.00,476.00,330.00,459.00
501097860,185.0,Fixation,2,0.72178,333.00,459.00,NaN,NaN,NaN,NaN
501282862,40.0,Saccade,4,0.72274,NaN,NaN,331.00,457.00,552.00,445.00
501322863,147.0,Fixation,3,0.72728,552.00,441.00,NaN,NaN,NaN,NaN
501469531,27.0,Saccade,5,0.73215,NaN,NaN,550.00,444.00,630.00,452.00
501496198,128.0,Fixation,4,0.73537,642.00,449.00,NaN,NaN,NaN,NaN
501624533,32.0,Saccade,6,0.73935,NaN,NaN,646.00,452.00,516.00,456.00
501656200,280.0,Fixation,5,0.74577,511.00,459.00,NaN,NaN,NaN,NaN
501936203,33.0,Saccade,7,0.75781,NaN,NaN,511.00,462.00,348.00,450.00
501969536,217.0,Fixation,6,0.77019,349.00,457.00,NaN,NaN,NaN,NaN
502186205,40.0,Saccade,8,0.77987,NaN,NaN,352.00,461.00,568.00,457.00
502226206,138.0,Fixation,7,0.78324,566.00,454.00,NaN,NaN,NaN,NaN
502364540,32.0,Saccade,9,0.78793,NaN,NaN,566.00,458.00,672.00,452.00
502396208,132.0,Fixation,8,0.78918,678.00,459.00,NaN,NaN,NaN,NaN
502527876,47.0,Saccade,10,0.79263,NaN,NaN,680.00,460.00,337.00,521.00
502574543,315.0,Fixation,9,0.79734,337.00,513.00,NaN,NaN,NaN,NaN
502889546,20.0,Saccade,11,0.79429,NaN,NaN,340.00,516.00,383.00,515.00
502909546,140.0,Fixation,10,0.78868,381.00,516.00,NaN,NaN,NaN,NaN
503049548,33.0,Saccade,12,0.78454,NaN,NaN,380.00,518.00,547.00,520.00
503082881,193.0,Fixation,11,0.77624,561.00,526.00,NaN,NaN,NaN,NaN
503276217,17.0,Saccade,13,0.77140,NaN,NaN,560.00,529.00,530.00,528.00
503292884,148.0,Fixation,12,0.77014,533.00,529.00,NaN,NaN,NaN,NaN
503441219,40.0,Saccade,14,0.76955,NaN,NaN,532.00,529.00,712.00,530.00
503481219,137.0,Fixation,13,0.76877,709.00,532.00,NaN,NaN,NaN,NaN
503617887,37.0,Saccade,15,0.76846,NaN,NaN,710.00,532.00,876.00,530.00
503654554,183.0,Fixation,14,0.76855,878.00,530.00,NaN,NaN,NaN,NaN
503837889,27.0,Saccade,16,0.77195,NaN,NaN,880.00,532.00,808.00,532.00
503864557,182.0,Fixation,15,0.77308,802.00,538.00,NaN,NaN,NaN,NaN
504046226,17.0,Saccade,17,0.77358,NaN,NaN,798.00,540.00,764.00,538.00
504062892,67.0,Fixation,16,0.77372,761.00,539.00,NaN,NaN,NaN,NaN
504129559,45.0,Saccade,18,0.77273,NaN,NaN,762.00,538.00,1078.00,533.00
504174560,150.0,Fixation,17,0.76864,1081.00,526.00,NaN,NaN,NaN,NaN
504324562,68.0,Saccade,19,0.77330,NaN,NaN,1082.00,525.00,353.00,580.00
504392895,223.0,Fixation,18,0.77417,360.00,583.00,NaN,NaN,NaN,NaN
504616232,38.0,Saccade,20,0.77429,NaN,NaN,362.00,590.00,366.00,458.00
504654565,203.0,Fixation,19,0.77349,361.00,457.00,NaN,NaN,NaN,NaN
504857901,35.0,Saccade,21,0.77306,NaN,NaN,363.00,457.00,549.00,456.00
504892901,68.0,Fixation,20,0.77060,546.00,459.00,NaN,NaN,NaN,NaN
504961235,18.0,Saccade,22,0.76421,NaN,NaN,546.00,461.00,551.00,552.00
505139570,22.0,Saccade,23,0.74518,NaN,NaN,638.00,720.00,590.00,670.00
505149570,28.0,Saccade,24,0.76264,NaN,NaN,572.00,551.00,588.00,456.00
505176238,107.0,Fixation,21,0.77444,587.00,452.00,NaN,NaN,NaN,NaN
505282906,43.0,Saccade,25,0.77855,NaN,NaN,590.00,449.00,315.00,606.00
505326239,258.0,Fixation,22,0.78633,314.00,600.00,NaN,NaN,NaN,NaN
505584575,27.0,Saccade,26,0.78063,NaN,NaN,316.00,600.00,415.00,582.00
505611242,230.0,Fixation,23,0.75801,422.00,592.00,NaN,NaN,NaN,NaN
505841230,25.0,Saccade,27,0.73981,NaN,NaN,422.00,591.00,494.00,585.00
505866230,192.0,Fixation,24,0.73580,506.00,585.00,NaN,NaN,NaN,NaN
506057898,38.0,Saccade,28,0.73353,NaN,NaN,504.00,586.00,636.00,582.00
506099565,215.0,Fixation,25,0.73179,632.00,586.00,NaN,NaN,NaN,NaN
506311236,32.0,Saccade,29,0.73480,NaN,NaN,632.00,588.00,734.00,593.00
506342902,162.0,Fixation,26,0.73879,734.00,590.00,NaN,NaN,NaN,NaN
506504571,35.0,Saccade,30,0.74193,NaN,NaN,737.00,588.00,833.00,587.00
506539571,148.0,Fixation,27,0.73853,838.00,590.00,NaN,NaN,NaN,NaN
506687906,38.0,Saccade,31,0.73717,NaN,NaN,840.00,589.00,960.00,585.00
506726240,180.0,Fixation,28,0.73760,959.00,591.00,NaN,NaN,NaN,NaN
506906242,27.0,Saccade,32,0.74084,NaN,NaN,958.00,594.00,1030.00,596.00
506932908,167.0,Fixation,29,0.74056,1041.00,596.00,NaN,NaN,NaN,NaN
507099577,42.0,Saccade,33,0.73851,NaN,NaN,1042.00,598.00,1258.00,589.00
507141244,170.0,Fixation,30,0.73344,1256.00,588.00,NaN,NaN,NaN,NaN
507311246,22.0,Saccade,34,0.72901,NaN,NaN,1256.00,589.00,1206.00,600.00
507332912,132.0,Fixation,31,0.72640,1201.00,591.00,NaN,NaN,NaN,NaN
507464581,43.0,Saccade,35,0.72758,NaN,NaN,1202.00,594.00,1478.00,584.00
507507915,195.0,Fixation,32,0.72733,1479.00,582.00,NaN,NaN,NaN,NaN
507702916,22.0,Saccade,36,0.72548,NaN,NaN,1481.00,580.00,1430.00,586.00
507724584,140.0,Fixation,33,0.72401,1427.00,584.00,NaN,NaN,NaN,NaN
