starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
419043538,57.0,Saccade,1,0.68186,NaN,NaN,952.00,549.00,502.00,463.00
419100206,145.0,Fixation,1,0.59753,515.00,466.00,NaN,NaN,NaN,NaN
419245207,27.0,Saccade,2,0.53788,NaN,NaN,508.00,467.00,385.00,425.00
419271873,132.0,Fixation,2,0.50757,389.00,429.00,NaN,NaN,NaN,NaN
419403542,45.0,Saccade,3,0.48751,NaN,NaN,386.00,428.00,816.00,454.00
419448542,152.0,Fixation,3,0.47783,808.00,454.00,NaN,NaN,NaN,NaN
419600211,42.0,Saccade,4,0.47441,NaN,NaN,807.00,456.00,1110.00,458.00
419641877,105.0,Fixation,4,0.47755,1106.00,457.00,NaN,NaN,NaN,NaN
419746878,28.0,Saccade,5,0.48433,NaN,NaN,1106.00,460.00,1243.00,443.00
419828546,72.0,Saccade,6,0.50273,NaN,NaN,1238.00,444.00,375.00,468.00
419900214,167.0,Fixation,5,0.51804,389.00,474.00,NaN,NaN,NaN,NaN
420066882,45.0,Saccade,7,0.53015,NaN,NaN,390.00,484.00,773.00,507.00
420111882,135.0,Fixation,6,0.54133,765.00,512.00,NaN,NaN,NaN,NaN
420246884,28.0,Saccade,8,0.55321,NaN,NaN,767.00,514.00,590.00,570.00
420275218,165.0,Fixation,7,0.55439,615.00,566.00,NaN,NaN,NaN,NaN
420440220,63.0,Saccade,9,0.55658,NaN,NaN,616.00,572.00,1261.00,562.00
420503553,157.0,Fixation,8,0.56045,1249.00,560.00,NaN,NaN,NaN,NaN
420660222,30.0,Saccade,10,0.56352,NaN,NaN,1255.00,557.00,1426.00,555.00
420690222,108.0,Fixation,9,0.56184,1413.00,554.00,NaN,NaN,NaN,NaN
