starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
329596598,20.0,Saccade,1,0.87467,NaN,NaN,957.00,538.00,970.00,590.00
329616595,333.0,Fixation,1,0.81610,964.00,596.00,NaN,NaN,NaN,NaN
329949935,32.0,Saccade,2,0.68847,NaN,NaN,964.00,578.00,814.00,518.00
329981602,97.0,Fixation,2,0.64967,813.00,510.00,NaN,NaN,NaN,NaN
330078269,12.0,Saccade,3,0.62647,NaN,NaN,810.00,503.00,776.00,516.00
330093269,25.0,Saccade,4,0.61596,NaN,NaN,677.00,470.00,384.00,481.00
330118270,150.0,Fixation,3,0.59856,410.00,479.00,NaN,NaN,NaN,NaN
330268270,23.0,Saccade,5,0.59005,NaN,NaN,406.00,475.00,322.00,447.00
330291604,210.0,Fixation,4,0.58894,330.00,447.00,NaN,NaN,NaN,NaN
330501605,27.0,Saccade,6,0.59607,NaN,NaN,335.00,456.00,494.00,430.00
330528272,262.0,Fixation,5,0.59708,501.00,427.00,NaN,NaN,NaN,NaN
330789929,25.0,Saccade,7,0.60624,NaN,NaN,503.00,432.00,364.00,419.00
330814931,235.0,Fixation,6,0.61986,377.00,434.00,NaN,NaN,NaN,NaN
331049930,27.0,Saccade,8,0.62912,NaN,NaN,382.00,444.00,544.00,426.00
331076597,378.0,Fixation,7,0.63698,534.00,426.00,NaN,NaN,NaN,NaN
331454934,38.0,Saccade,9,0.65861,NaN,NaN,530.00,436.00,350.00,524.00
331493268,575.0,Fixation,8,0.67173,337.00,521.00,NaN,NaN,NaN,NaN
332068276,23.0,Saccade,10,0.66826,NaN,NaN,324.00,524.00,480.00,504.00
332091610,173.0,Fixation,9,0.66265,454.00,514.00,NaN,NaN,NaN,NaN
332264943,23.0,Saccade,11,0.66125,NaN,NaN,458.00,510.00,576.00,518.00
332288277,143.0,Fixation,10,0.66051,554.00,510.00,NaN,NaN,NaN,NaN
332431611,18.0,Saccade,12,0.66643,NaN,NaN,544.00,514.00,482.00,520.00
332449947,253.0,Fixation,11,0.66915,498.00,519.00,NaN,NaN,NaN,NaN
332703280,23.0,Saccade,13,0.67111,NaN,NaN,495.00,524.00,610.00,514.00
332726613,188.0,Fixation,12,0.66711,609.00,517.00,NaN,NaN,NaN,NaN
332914950,20.0,Saccade,14,0.66273,NaN,NaN,611.00,516.00,698.00,517.00
332934950,615.0,Fixation,13,0.65871,677.00,522.00,NaN,NaN,NaN,NaN
333549956,25.0,Saccade,15,0.65275,NaN,NaN,678.00,520.00,506.00,520.00
333574958,120.0,Fixation,14,0.65170,536.00,514.00,NaN,NaN,NaN,NaN
333694958,25.0,Saccade,16,0.64748,NaN,NaN,540.00,511.00,502.00,414.00
333719957,292.0,Fixation,15,0.63673,493.00,429.00,NaN,NaN,NaN,NaN
334011626,48.0,Saccade,17,0.64063,NaN,NaN,496.00,420.00,1120.00,312.00
334059961,190.0,Fixation,16,0.63765,1114.00,298.00,NaN,NaN,NaN,NaN
334249963,20.0,Saccade,18,0.63018,NaN,NaN,1121.00,292.00,1200.00,293.00
334269963,248.0,Fixation,17,0.62466,1179.00,298.00,NaN,NaN,NaN,NaN
334518298,37.0,Saccade,19,0.62135,NaN,NaN,1180.00,304.00,1014.00,209.00
334554966,315.0,Fixation,18,0.60846,1007.00,209.00,NaN,NaN,NaN,NaN
334869969,25.0,Saccade,20,0.59621,NaN,NaN,1003.00,206.00,915.00,231.00
335036637,147.0,Fixation,19,0.59212,902.00,204.00,NaN,NaN,NaN,NaN
335041638,7.0,Saccade,21,0.58957,NaN,NaN,888.00,216.00,894.00,201.00
335049971,13.0,Saccade,22,0.59848,NaN,NaN,891.00,194.00,872.00,422.00
335188304,45.0,Saccade,23,0.60232,NaN,NaN,944.00,511.00,1012.00,210.00
335231639,200.0,Fixation,20,0.59274,1009.00,201.00,NaN,NaN,NaN,NaN
335431641,25.0,Saccade,24,0.60182,NaN,NaN,1006.00,194.00,755.00,218.00
335458308,310.0,Fixation,21,0.59053,713.00,207.00,NaN,NaN,NaN,NaN
335768298,63.0,Saccade,25,0.57288,NaN,NaN,704.00,202.00,444.00,522.00
335831632,218.0,Fixation,22,0.56548,457.00,514.00,NaN,NaN,NaN,NaN
336049969,25.0,Saccade,26,0.57428,NaN,NaN,466.00,505.00,290.00,528.00
336074967,203.0,Fixation,23,0.58421,312.00,523.00,NaN,NaN,NaN,NaN
336278303,20.0,Saccade,27,0.58411,NaN,NaN,310.00,534.00,368.00,514.00
336298304,277.0,Fixation,24,0.58661,365.00,512.00,NaN,NaN,NaN,NaN
336574974,17.0,Saccade,28,0.59218,NaN,NaN,360.00,510.00,284.00,524.00
336591641,180.0,Fixation,25,0.59504,314.00,514.00,NaN,NaN,NaN,NaN
336771640,15.0,Saccade,29,0.59606,NaN,NaN,322.00,514.00,378.00,502.00
336786644,173.0,Fixation,26,0.59908,361.00,512.00,NaN,NaN,NaN,NaN
336959976,10.0,Saccade,30,0.60852,NaN,NaN,352.00,515.00,338.00,510.00
336969975,125.0,Fixation,27,0.60916,335.00,516.00,NaN,NaN,NaN,NaN
337094976,20.0,Saccade,31,0.61176,NaN,NaN,327.00,507.00,414.00,508.00
337114977,62.0,Fixation,28,0.61043,394.00,509.00,NaN,NaN,NaN,NaN
337176644,22.0,Saccade,32,0.61443,NaN,NaN,395.00,516.00,588.00,512.00
337201645,13.0,Saccade,33,0.62063,NaN,NaN,570.00,511.00,474.00,510.00
337218313,8.0,Saccade,34,0.61695,NaN,NaN,498.00,502.00,516.00,510.00
337226643,120.0,Fixation,29,0.61815,509.00,511.00,NaN,NaN,NaN,NaN
337346648,13.0,Saccade,35,0.62146,NaN,NaN,516.00,498.00,464.00,518.00
337359979,205.0,Fixation,30,0.62463,474.00,513.00,NaN,NaN,NaN,NaN
337564984,27.0,Saccade,36,0.63013,NaN,NaN,470.00,512.00,652.00,502.00
337591650,167.0,Fixation,31,0.63394,649.00,513.00,NaN,NaN,NaN,NaN
337758318,18.0,Saccade,37,0.64017,NaN,NaN,655.00,517.00,576.00,524.00
337776650,150.0,Fixation,32,0.64303,598.00,520.00,NaN,NaN,NaN,NaN
337926653,22.0,Saccade,38,0.64866,NaN,NaN,598.00,528.00,716.00,522.00
337948319,818.0,Fixation,33,0.64465,682.00,523.00,NaN,NaN,NaN,NaN
338766661,17.0,Saccade,39,0.64528,NaN,NaN,670.00,518.00,752.00,519.00
338783329,353.0,Fixation,34,0.65179,720.00,521.00,NaN,NaN,NaN,NaN
339136664,17.0,Saccade,40,0.65441,NaN,NaN,728.00,514.00,766.00,528.00
339153332,357.0,Fixation,35,0.65037,761.00,525.00,NaN,NaN,NaN,NaN
339510001,15.0,Saccade,41,0.64449,NaN,NaN,756.00,522.00,712.00,518.00
339525001,293.0,Fixation,36,0.63694,712.00,514.00,NaN,NaN,NaN,NaN
339818339,15.0,Saccade,42,0.63800,NaN,NaN,706.00,513.00,776.00,528.00
339833338,253.0,Fixation,37,0.64202,746.00,520.00,NaN,NaN,NaN,NaN
340086675,15.0,Saccade,43,0.64194,NaN,NaN,747.00,522.00,799.00,522.00
340101674,260.0,Fixation,38,0.64045,789.00,520.00,NaN,NaN,NaN,NaN
340361675,23.0,Saccade,44,0.64266,NaN,NaN,790.00,524.00,908.00,514.00
340385010,157.0,Fixation,39,0.64697,888.00,524.00,NaN,NaN,NaN,NaN
340541678,10.0,Saccade,45,0.64472,NaN,NaN,888.00,527.00,864.00,523.00
340551677,217.0,Fixation,40,0.64562,865.00,525.00,NaN,NaN,NaN,NaN
340768336,20.0,Saccade,46,0.64566,NaN,NaN,865.00,527.00,952.00,518.00
340788337,110.0,Fixation,41,0.64145,928.00,525.00,NaN,NaN,NaN,NaN
340898336,20.0,Saccade,47,0.63639,NaN,NaN,927.00,526.00,834.00,527.00
340918336,147.0,Fixation,42,0.63208,864.00,524.00,NaN,NaN,NaN,NaN
341065003,20.0,Saccade,48,0.62938,NaN,NaN,858.00,518.00,971.00,522.00
341085003,318.0,Fixation,43,0.63086,934.00,524.00,NaN,NaN,NaN,NaN
341403343,20.0,Saccade,49,0.62781,NaN,NaN,933.00,522.00,1028.00,508.00
341423340,185.0,Fixation,44,0.62441,998.00,522.00,NaN,NaN,NaN,NaN
341608344,20.0,Saccade,50,0.61578,NaN,NaN,1003.00,516.00,1093.00,526.00
341628344,410.0,Fixation,45,0.61060,1069.00,525.00,NaN,NaN,NaN,NaN
342038346,15.0,Saccade,51,0.61371,NaN,NaN,1076.00,527.00,1101.00,530.00
342053349,223.0,Fixation,46,0.61418,1099.00,526.00,NaN,NaN,NaN,NaN
342276682,17.0,Saccade,52,0.61243,NaN,NaN,1098.00,526.00,1162.00,530.00
342293350,103.0,Fixation,47,0.60663,1146.00,516.00,NaN,NaN,NaN,NaN
342396683,23.0,Saccade,53,0.60723,NaN,NaN,1148.00,504.00,1324.00,504.00
342425018,8.0,Saccade,54,0.60721,NaN,NaN,1288.00,506.00,1262.00,526.00
342433352,153.0,Fixation,48,0.60838,1287.00,511.00,NaN,NaN,NaN,NaN
342586687,23.0,Saccade,55,0.61140,NaN,NaN,1290.00,518.00,1402.00,511.00
342610021,203.0,Fixation,49,0.61440,1389.00,517.00,NaN,NaN,NaN,NaN
342813353,17.0,Saccade,56,0.61471,NaN,NaN,1389.00,518.00,1454.00,518.00
342830022,103.0,Fixation,50,0.61309,1436.00,520.00,NaN,NaN,NaN,NaN
342933355,17.0,Saccade,57,0.60610,NaN,NaN,1433.00,536.00,1383.00,529.00
342950022,157.0,Fixation,51,0.59838,1393.00,516.00,NaN,NaN,NaN,NaN
343106691,20.0,Saccade,58,0.59480,NaN,NaN,1393.00,525.00,1478.00,518.00
343126692,365.0,Fixation,52,0.59752,1460.00,520.00,NaN,NaN,NaN,NaN
343491695,38.0,Saccade,59,0.59654,NaN,NaN,1456.00,521.00,1145.00,496.00
343530027,108.0,Fixation,53,0.59092,1159.00,495.00,NaN,NaN,NaN,NaN
343638362,28.0,Saccade,60,0.59728,NaN,NaN,1154.00,482.00,900.00,600.00
343806697,25.0,Saccade,61,0.61253,NaN,NaN,274.00,698.00,346.00,608.00
