starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
460457633,143.0,Fixation,1,0.93692,945.00,755.00,NaN,NaN,NaN,NaN
460600967,35.0,Saccade,1,0.93509,NaN,NaN,946.00,759.00,942.00,570.00
460635968,363.0,Fixation,2,0.75836,939.00,572.00,NaN,NaN,NaN,NaN
460999304,65.0,Saccade,2,0.63877,NaN,NaN,935.00,566.00,422.00,468.00
461105973,25.0,Saccade,3,0.62353,NaN,NaN,406.00,462.00,324.00,453.00
461139306,12.0,Saccade,4,0.62163,NaN,NaN,316.00,446.00,340.00,459.00
461150973,278.0,Fixation,3,0.62957,328.00,461.00,NaN,NaN,NaN,NaN
461429309,32.0,Saccade,5,0.64992,NaN,NaN,326.00,458.00,420.00,444.00
461460976,197.0,Fixation,4,0.66203,430.00,451.00,NaN,NaN,NaN,NaN
461657646,63.0,Saccade,6,0.67947,NaN,NaN,432.00,448.00,961.00,236.00
461720979,247.0,Fixation,5,0.68926,969.00,232.00,NaN,NaN,NaN,NaN
461967649,22.0,Saccade,7,0.69095,NaN,NaN,976.00,229.00,1006.00,266.00
461989315,262.0,Fixation,6,0.70012,1007.00,268.00,NaN,NaN,NaN,NaN
462250985,40.0,Saccade,8,0.71686,NaN,NaN,1012.00,269.00,874.00,264.00
462290985,165.0,Fixation,7,0.73078,874.00,270.00,NaN,NaN,NaN,NaN
462455987,70.0,Saccade,9,0.74342,NaN,NaN,876.00,274.00,372.00,548.00
462525988,175.0,Fixation,8,0.74565,376.00,547.00,NaN,NaN,NaN,NaN
462700990,23.0,Saccade,10,0.75185,NaN,NaN,378.00,547.00,308.00,534.00
462724323,165.0,Fixation,9,0.75476,312.00,537.00,NaN,NaN,NaN,NaN
462889325,40.0,Saccade,11,0.75043,NaN,NaN,310.00,535.00,525.00,538.00
462929325,182.0,Fixation,10,0.74901,522.00,536.00,NaN,NaN,NaN,NaN
463110994,45.0,Saccade,12,0.74983,NaN,NaN,523.00,539.00,816.00,536.00
463155995,230.0,Fixation,11,0.75293,820.00,531.00,NaN,NaN,NaN,NaN
463385997,42.0,Saccade,13,0.75602,NaN,NaN,820.00,534.00,1040.00,524.00
463427665,353.0,Fixation,12,0.74933,1043.00,527.00,NaN,NaN,NaN,NaN
463781002,57.0,Saccade,14,0.74923,NaN,NaN,1042.00,530.00,683.00,558.00
463837669,135.0,Fixation,13,0.74515,679.00,559.00,NaN,NaN,NaN,NaN
463972671,47.0,Saccade,15,0.74682,NaN,NaN,679.00,562.00,340.00,619.00
464019337,190.0,Fixation,14,0.75831,343.00,623.00,NaN,NaN,NaN,NaN
464209339,12.0,Saccade,16,0.77018,NaN,NaN,341.00,622.00,320.00,618.00
464221006,152.0,Fixation,15,0.77305,321.00,617.00,NaN,NaN,NaN,NaN
464372660,52.0,Saccade,17,0.77566,NaN,NaN,320.00,618.00,324.00,790.00
464424327,160.0,Fixation,16,0.77510,327.00,812.00,NaN,NaN,NaN,NaN
464584328,10.0,Saccade,18,0.78032,NaN,NaN,332.00,810.00,342.00,798.00
464594328,443.0,Fixation,17,0.78573,337.00,790.00,NaN,NaN,NaN,NaN
465037667,32.0,Saccade,19,0.77504,NaN,NaN,327.00,788.00,369.00,596.00
465069333,192.0,Fixation,18,0.76784,368.00,616.00,NaN,NaN,NaN,NaN
465261003,20.0,Saccade,20,0.76708,NaN,NaN,370.00,614.00,320.00,612.00
465281003,148.0,Fixation,19,0.76323,326.00,612.00,NaN,NaN,NaN,NaN
465429337,28.0,Saccade,21,0.76159,NaN,NaN,324.00,610.00,436.00,596.00
465457672,502.0,Fixation,20,0.76067,427.00,606.00,NaN,NaN,NaN,NaN
465959343,40.0,Saccade,22,0.75829,NaN,NaN,418.00,608.00,666.00,601.00
465999344,208.0,Fixation,21,0.75779,659.00,602.00,NaN,NaN,NaN,NaN
