starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
537128935,85.0,Saccade,1,0.68146,NaN,NaN,182.00,1112.00,1173.00,970.00
537215603,28.0,Saccade,2,0.64902,NaN,NaN,1212.00,968.00,1436.00,1000.00
537243937,157.0,Fixation,1,0.60490,1437.00,1003.00,NaN,NaN,NaN,NaN
537400606,52.0,Saccade,3,0.57149,NaN,NaN,1438.00,1005.00,1832.00,1062.00
537452273,182.0,Fixation,2,0.54852,1827.00,1061.00,NaN,NaN,NaN,NaN
537633942,15.0,Saccade,4,0.53813,NaN,NaN,1829.00,1064.00,1874.00,1078.00
537648943,68.0,Fixation,3,0.53610,1864.00,1077.00,NaN,NaN,NaN,NaN
537717276,88.0,Saccade,5,0.54796,NaN,NaN,1859.00,1076.00,1703.00,172.00
537805611,162.0,Fixation,4,0.55438,1695.00,187.00,NaN,NaN,NaN,NaN
537967280,43.0,Saccade,6,0.55517,NaN,NaN,1695.00,184.00,1846.00,39.00
538010615,92.0,Fixation,5,0.55121,1850.00,40.00,NaN,NaN,NaN,NaN
538102282,73.0,Saccade,7,0.55009,NaN,NaN,1854.00,39.00,746.00,2.00
538187283,32.0,Saccade,8,0.54191,NaN,NaN,538.00,-18.00,256.00,2.00
538218950,103.0,Fixation,6,0.53544,269.00,15.00,NaN,NaN,NaN,NaN
538322285,30.0,Saccade,9,0.53213,NaN,NaN,266.00,21.00,139.00,-3.00
538352285,163.0,Fixation,7,0.53033,129.00,-3.00,NaN,NaN,NaN,NaN
538515621,22.0,Saccade,10,0.53349,NaN,NaN,128.00,-2.00,47.00,-2.00
538537288,92.0,Fixation,8,0.53567,64.00,-4.00,NaN,NaN,NaN,NaN
538628956,38.0,Saccade,11,0.53965,NaN,NaN,64.00,0.00,376.00,-2.00
538668957,288.0,Fixation,9,0.54797,388.00,1.00,NaN,NaN,NaN,NaN
538955628,32.0,Saccade,12,0.55328,NaN,NaN,389.00,0.00,282.00,-2.00
538987294,258.0,Fixation,10,0.55352,266.00,0.00,NaN,NaN,NaN,NaN
539245632,27.0,Saccade,13,0.54999,NaN,NaN,263.00,3.00,360.00,-5.00
539272298,145.0,Fixation,11,0.54901,357.00,3.00,NaN,NaN,NaN,NaN
539417300,22.0,Saccade,14,0.55081,NaN,NaN,360.00,9.00,442.00,2.00
539438968,410.0,Fixation,12,0.55437,432.00,10.00,NaN,NaN,NaN,NaN
539848974,42.0,Saccade,15,0.55457,NaN,NaN,432.00,10.00,148.00,-14.00
539890641,232.0,Fixation,13,0.55164,146.00,-2.00,NaN,NaN,NaN,NaN
540122311,63.0,Saccade,16,0.54727,NaN,NaN,146.00,-0.00,326.00,477.00
540185645,197.0,Fixation,14,0.55029,326.00,484.00,NaN,NaN,NaN,NaN
540382314,33.0,Saccade,17,0.55219,NaN,NaN,328.00,488.00,326.00,601.00
540415649,152.0,Fixation,15,0.55200,326.00,594.00,NaN,NaN,NaN,NaN
540567316,25.0,Saccade,18,0.55679,NaN,NaN,326.00,598.00,385.00,575.00
540592317,213.0,Fixation,16,0.55963,394.00,576.00,NaN,NaN,NaN,NaN
540805641,37.0,Saccade,19,0.55558,NaN,NaN,394.00,575.00,322.00,728.00
540842307,257.0,Fixation,17,0.55063,327.00,734.00,NaN,NaN,NaN,NaN
541098978,5.0,Saccade,20,0.55174,NaN,NaN,324.00,736.00,316.00,736.00
541103978,197.0,Fixation,18,0.55178,307.00,728.00,NaN,NaN,NaN,NaN
541300648,48.0,Saccade,21,0.55269,NaN,NaN,305.00,729.00,326.00,598.00
541348982,177.0,Fixation,19,0.55192,326.00,589.00,NaN,NaN,NaN,NaN
541525650,22.0,Saccade,22,0.55146,NaN,NaN,326.00,590.00,384.00,572.00
541547317,98.0,Fixation,20,0.55071,384.00,573.00,NaN,NaN,NaN,NaN
541645652,28.0,Saccade,23,0.54984,NaN,NaN,386.00,570.00,343.00,490.00
541673985,137.0,Fixation,21,0.54705,354.00,487.00,NaN,NaN,NaN,NaN
541810653,42.0,Saccade,24,0.54544,NaN,NaN,354.00,488.00,506.00,485.00
541852320,177.0,Fixation,22,0.54391,510.00,484.00,NaN,NaN,NaN,NaN
542028989,33.0,Saccade,25,0.54173,NaN,NaN,512.00,482.00,386.00,478.00
542062322,145.0,Fixation,23,0.53843,374.00,479.00,NaN,NaN,NaN,NaN
542207324,70.0,Saccade,26,0.53781,NaN,NaN,374.00,480.00,936.00,289.00
542277324,82.0,Fixation,24,0.53618,941.00,287.00,NaN,NaN,NaN,NaN
542358992,22.0,Saccade,27,0.51399,NaN,NaN,946.00,292.00,876.00,396.00
542493994,27.0,Saccade,28,0.50435,NaN,NaN,310.00,678.00,337.00,574.00
542515661,218.0,Fixation,25,0.52933,337.00,579.00,NaN,NaN,NaN,NaN
542733996,42.0,Saccade,29,0.54077,NaN,NaN,336.00,579.00,476.00,572.00
542775663,137.0,Fixation,26,0.54494,487.00,571.00,NaN,NaN,NaN,NaN
542912331,33.0,Saccade,30,0.54356,NaN,NaN,490.00,571.00,628.00,558.00
542945665,165.0,Fixation,27,0.53912,635.00,559.00,NaN,NaN,NaN,NaN
543110667,32.0,Saccade,31,0.53445,NaN,NaN,638.00,560.00,760.00,550.00
543142333,150.0,Fixation,28,0.53127,776.00,551.00,NaN,NaN,NaN,NaN
543292335,33.0,Saccade,32,0.52968,NaN,NaN,778.00,551.00,922.00,552.00
543325669,212.0,Fixation,29,0.52428,932.00,553.00,NaN,NaN,NaN,NaN
543537337,28.0,Saccade,33,0.52104,NaN,NaN,934.00,552.00,1038.00,547.00
543565672,243.0,Fixation,30,0.52138,1039.00,552.00,NaN,NaN,NaN,NaN
543809007,88.0,Saccade,34,0.52099,NaN,NaN,1041.00,554.00,368.00,622.00
543897341,120.0,Fixation,31,0.52166,366.00,622.00,NaN,NaN,NaN,NaN
544017342,18.0,Saccade,35,0.52282,NaN,NaN,366.00,624.00,307.00,635.00
544035677,202.0,Fixation,32,0.52595,322.00,638.00,NaN,NaN,NaN,NaN
544237345,28.0,Saccade,36,0.53310,NaN,NaN,326.00,641.00,430.00,644.00
544265679,185.0,Fixation,33,0.53570,437.00,641.00,NaN,NaN,NaN,NaN
544450681,47.0,Saccade,37,0.53595,NaN,NaN,440.00,646.00,642.00,626.00
544497348,168.0,Fixation,34,0.53487,650.00,624.00,NaN,NaN,NaN,NaN
544665683,20.0,Saccade,38,0.53438,NaN,NaN,654.00,626.00,595.00,630.00
544685683,242.0,Fixation,35,0.53172,597.00,628.00,NaN,NaN,NaN,NaN
544927352,33.0,Saccade,39,0.52888,NaN,NaN,595.00,628.00,739.00,622.00
544960686,167.0,Fixation,36,0.52598,746.00,621.00,NaN,NaN,NaN,NaN
545127354,32.0,Saccade,40,0.52398,NaN,NaN,746.00,624.00,886.00,618.00
545159021,197.0,Fixation,37,0.52301,889.00,623.00,NaN,NaN,NaN,NaN
545355690,30.0,Saccade,41,0.52306,NaN,NaN,888.00,624.00,988.00,616.00
545385691,193.0,Fixation,38,0.52237,999.00,615.00,NaN,NaN,NaN,NaN
545579026,23.0,Saccade,42,0.52088,NaN,NaN,1001.00,617.00,934.00,612.00
545602359,202.0,Fixation,39,0.52018,936.00,615.00,NaN,NaN,NaN,NaN
545804015,25.0,Saccade,43,0.51945,NaN,NaN,935.00,614.00,852.00,614.00
545829015,155.0,Fixation,40,0.52050,852.00,619.00,NaN,NaN,NaN,NaN
545984017,48.0,Saccade,44,0.52277,NaN,NaN,852.00,618.00,1108.00,627.00
546032351,273.0,Fixation,41,0.52451,1111.00,627.00,NaN,NaN,NaN,NaN
546305687,17.0,Saccade,45,0.52552,NaN,NaN,1114.00,624.00,1072.00,620.00
546322354,252.0,Fixation,42,0.52434,1083.00,620.00,NaN,NaN,NaN,NaN
546574023,22.0,Saccade,46,0.52334,NaN,NaN,1084.00,618.00,1151.00,629.00
546595690,308.0,Fixation,43,0.52386,1144.00,627.00,NaN,NaN,NaN,NaN
546904027,53.0,Saccade,47,0.52368,NaN,NaN,1145.00,626.00,1210.00,352.00
546957360,208.0,Fixation,44,0.51662,1210.00,339.00,NaN,NaN,NaN,NaN
547165696,20.0,Saccade,48,0.51147,NaN,NaN,1214.00,338.00,1239.00,295.00
547185697,145.0,Fixation,45,0.50912,1231.00,300.00,NaN,NaN,NaN,NaN
547330698,52.0,Saccade,49,0.51184,NaN,NaN,1230.00,302.00,750.00,500.00
547385699,38.0,Saccade,50,0.51120,NaN,NaN,690.00,528.00,435.00,634.00
547424032,118.0,Fixation,46,0.51030,428.00,634.00,NaN,NaN,NaN,NaN
547542366,27.0,Saccade,51,0.51111,NaN,NaN,426.00,635.00,324.00,630.00
547569034,215.0,Fixation,47,0.51266,322.00,636.00,NaN,NaN,NaN,NaN
547784036,27.0,Saccade,52,0.51763,NaN,NaN,322.00,638.00,417.00,636.00
547810703,240.0,Fixation,48,0.52128,420.00,639.00,NaN,NaN,NaN,NaN
548050706,25.0,Saccade,53,0.52231,NaN,NaN,419.00,635.00,510.00,629.00
548075706,253.0,Fixation,49,0.52175,511.00,630.00,NaN,NaN,NaN,NaN
548329042,25.0,Saccade,54,0.52104,NaN,NaN,514.00,632.00,611.00,627.00
548354042,132.0,Fixation,50,0.52029,602.00,625.00,NaN,NaN,NaN,NaN
548485710,22.0,Saccade,55,0.49248,NaN,NaN,602.00,626.00,604.00,754.00
548669045,17.0,Saccade,56,0.50482,NaN,NaN,710.00,622.00,686.00,750.00
548834047,15.0,Saccade,57,0.51919,NaN,NaN,1150.00,654.00,1144.00,624.00
548849047,140.0,Fixation,51,0.53603,1147.00,624.00,NaN,NaN,NaN,NaN
548989048,32.0,Saccade,58,0.54373,NaN,NaN,1148.00,628.00,1316.00,630.00
549020716,247.0,Fixation,52,0.55189,1316.00,633.00,NaN,NaN,NaN,NaN
549267384,30.0,Saccade,59,0.54812,NaN,NaN,1317.00,636.00,1421.00,644.00
549297385,90.0,Fixation,53,0.54279,1422.00,643.00,NaN,NaN,NaN,NaN
549387386,28.0,Saccade,60,0.53840,NaN,NaN,1422.00,646.00,1525.00,640.00
549415720,125.0,Fixation,54,0.53320,1520.00,642.00,NaN,NaN,NaN,NaN
549540721,73.0,Saccade,61,0.52937,NaN,NaN,1520.00,640.00,751.00,640.00
549615722,37.0,Saccade,62,0.52490,NaN,NaN,708.00,642.00,463.00,684.00
549652388,117.0,Fixation,55,0.52245,467.00,682.00,NaN,NaN,NaN,NaN
549769057,28.0,Saccade,63,0.52244,NaN,NaN,464.00,683.00,336.00,672.00
549797390,357.0,Fixation,56,0.52890,341.00,679.00,NaN,NaN,NaN,NaN
550154061,50.0,Saccade,64,0.53740,NaN,NaN,341.00,677.00,573.00,670.00
550204061,168.0,Fixation,57,0.53795,579.00,669.00,NaN,NaN,NaN,NaN
550372396,27.0,Saccade,65,0.53733,NaN,NaN,580.00,668.00,694.00,668.00
550399063,185.0,Fixation,58,0.53882,696.00,667.00,NaN,NaN,NaN,NaN
550584065,40.0,Saccade,66,0.54180,NaN,NaN,699.00,666.00,855.00,660.00
550624065,163.0,Fixation,59,0.54137,858.00,660.00,NaN,NaN,NaN,NaN
550787387,30.0,Saccade,67,0.54233,NaN,NaN,860.00,662.00,948.00,654.00
550817387,162.0,Fixation,60,0.54096,958.00,655.00,NaN,NaN,NaN,NaN
550979056,37.0,Saccade,68,0.54011,NaN,NaN,957.00,656.00,1106.00,657.00
551015724,195.0,Fixation,61,0.53753,1116.00,660.00,NaN,NaN,NaN,NaN
551210726,40.0,Saccade,69,0.53398,NaN,NaN,1121.00,664.00,1333.00,672.00
551250726,98.0,Fixation,62,0.53131,1328.00,671.00,NaN,NaN,NaN,NaN
551349060,22.0,Saccade,70,0.51774,NaN,NaN,1330.00,674.00,1300.00,788.00
551467394,22.0,Saccade,71,0.51497,NaN,NaN,1056.00,386.00,1044.00,347.00
551484061,230.0,Fixation,63,0.52582,1044.00,345.00,NaN,NaN,NaN,NaN
551714064,43.0,Saccade,72,0.52750,NaN,NaN,1042.00,346.00,802.00,338.00
