starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
535377705,405.0,Fixation,1,0.78852,644.00,514.00,NaN,NaN,NaN,NaN
535782707,43.0,Saccade,1,0.69552,NaN,NaN,638.00,514.00,376.00,486.00
535826040,100.0,Fixation,2,0.68372,374.00,487.00,NaN,NaN,NaN,NaN
535926041,20.0,Saccade,2,0.67723,NaN,NaN,372.00,487.00,360.00,448.00
535946041,207.0,Fixation,3,0.67215,355.00,449.00,NaN,NaN,NaN,NaN
536152709,27.0,Saccade,3,0.67205,NaN,NaN,354.00,450.00,474.00,440.00
536179375,260.0,Fixation,4,0.67895,477.00,440.00,NaN,NaN,NaN,NaN
536439377,22.0,Saccade,4,0.68359,NaN,NaN,478.00,438.00,407.00,442.00
536461044,127.0,Fixation,5,0.68578,413.00,442.00,NaN,NaN,NaN,NaN
536587712,30.0,Saccade,5,0.68771,NaN,NaN,414.00,441.00,566.00,445.00
536617712,98.0,Fixation,6,0.68917,569.00,443.00,NaN,NaN,NaN,NaN
536716047,25.0,Saccade,6,0.67663,NaN,NaN,579.00,444.00,536.00,514.00
536832723,48.0,Saccade,7,0.66922,NaN,NaN,564.00,512.00,674.00,446.00
536859400,180.0,Fixation,7,0.70196,673.00,443.00,NaN,NaN,NaN,NaN
537039401,40.0,Saccade,8,0.71163,NaN,NaN,670.00,445.00,944.00,438.00
537079401,173.0,Fixation,8,0.71221,942.00,441.00,NaN,NaN,NaN,NaN
537252737,43.0,Saccade,9,0.71067,NaN,NaN,945.00,440.00,702.00,441.00
537296070,125.0,Fixation,9,0.70910,703.00,442.00,NaN,NaN,NaN,NaN
537421071,25.0,Saccade,10,0.71063,NaN,NaN,702.00,444.00,602.00,439.00
537446071,140.0,Fixation,10,0.71361,605.00,438.00,NaN,NaN,NaN,NaN
537586071,23.0,Saccade,11,0.72043,NaN,NaN,602.00,440.00,506.00,441.00
537609405,235.0,Fixation,11,0.72605,523.00,441.00,NaN,NaN,NaN,NaN
537844407,30.0,Saccade,12,0.72527,NaN,NaN,522.00,446.00,680.00,444.00
537874407,198.0,Fixation,12,0.72461,687.00,443.00,NaN,NaN,NaN,NaN
538072742,37.0,Saccade,13,0.72846,NaN,NaN,690.00,439.00,908.00,433.00
538109408,233.0,Fixation,13,0.72952,918.00,432.00,NaN,NaN,NaN,NaN
538342744,50.0,Saccade,14,0.73122,NaN,NaN,918.00,432.00,1084.00,235.00
538392745,275.0,Fixation,14,0.73574,1091.00,236.00,NaN,NaN,NaN,NaN
538667746,40.0,Saccade,15,0.73740,NaN,NaN,1092.00,234.00,909.00,454.00
538707747,168.0,Fixation,15,0.73308,902.00,450.00,NaN,NaN,NaN,NaN
538876081,27.0,Saccade,16,0.73024,NaN,NaN,899.00,452.00,770.00,449.00
538902749,152.0,Fixation,16,0.73104,778.00,449.00,NaN,NaN,NaN,NaN
539054416,50.0,Saccade,17,0.73825,NaN,NaN,774.00,448.00,342.00,518.00
539104416,195.0,Fixation,17,0.74035,344.00,520.00,NaN,NaN,NaN,NaN
539299418,20.0,Saccade,18,0.74001,NaN,NaN,341.00,518.00,275.00,521.00
539319418,78.0,Fixation,18,0.73751,288.00,522.00,NaN,NaN,NaN,NaN
539397752,30.0,Saccade,19,0.72381,NaN,NaN,290.00,519.00,260.00,598.00
539509419,28.0,Saccade,20,0.70523,NaN,NaN,472.00,623.00,462.00,516.00
539537753,147.0,Fixation,19,0.72788,462.00,517.00,NaN,NaN,NaN,NaN
539684420,17.0,Saccade,21,0.72933,NaN,NaN,460.00,520.00,416.00,520.00
539701087,270.0,Fixation,20,0.72760,427.00,520.00,NaN,NaN,NaN,NaN
539971090,28.0,Saccade,22,0.72282,NaN,NaN,426.00,518.00,553.00,519.00
539999423,140.0,Fixation,21,0.72207,549.00,522.00,NaN,NaN,NaN,NaN
540139424,25.0,Saccade,23,0.72283,NaN,NaN,550.00,523.00,648.00,519.00
540164424,282.0,Fixation,22,0.72340,642.00,523.00,NaN,NaN,NaN,NaN
540446093,30.0,Saccade,24,0.72280,NaN,NaN,644.00,525.00,808.00,518.00
540476093,268.0,Fixation,23,0.72366,800.00,519.00,NaN,NaN,NaN,NaN
540744429,22.0,Saccade,25,0.72655,NaN,NaN,798.00,523.00,878.00,525.00
540766096,307.0,Fixation,24,0.72918,874.00,522.00,NaN,NaN,NaN,NaN
541072765,23.0,Saccade,26,0.71946,NaN,NaN,873.00,527.00,856.00,587.00
541162765,27.0,Saccade,27,0.70856,NaN,NaN,940.00,588.00,1000.00,524.00
541186098,293.0,Fixation,25,0.72986,1004.00,523.00,NaN,NaN,NaN,NaN
541479433,27.0,Saccade,28,0.73175,NaN,NaN,1003.00,523.00,1104.00,536.00
541506100,180.0,Fixation,26,0.73006,1097.00,535.00,NaN,NaN,NaN,NaN
541686101,22.0,Saccade,29,0.73011,NaN,NaN,1094.00,536.00,1169.00,528.00
541707768,205.0,Fixation,27,0.72774,1157.00,528.00,NaN,NaN,NaN,NaN
541912788,28.0,Saccade,30,0.72746,NaN,NaN,1156.00,527.00,1272.00,525.00
541941121,215.0,Fixation,28,0.72957,1265.00,525.00,NaN,NaN,NaN,NaN
542156123,27.0,Saccade,31,0.73285,NaN,NaN,1264.00,525.00,1364.00,526.00
542182790,145.0,Fixation,29,0.73416,1359.00,522.00,NaN,NaN,NaN,NaN
542327791,18.0,Saccade,32,0.73355,NaN,NaN,1357.00,522.00,1418.00,524.00
542346124,198.0,Fixation,30,0.73166,1405.00,522.00,NaN,NaN,NaN,NaN
542544458,27.0,Saccade,33,0.73348,NaN,NaN,1406.00,524.00,1500.00,520.00
542571125,280.0,Fixation,31,0.73681,1498.00,518.00,NaN,NaN,NaN,NaN
542851126,27.0,Saccade,34,0.73980,NaN,NaN,1497.00,518.00,1616.00,515.00
542877794,103.0,Fixation,32,0.73907,1599.00,514.00,NaN,NaN,NaN,NaN
542981127,65.0,Saccade,35,0.73866,NaN,NaN,1602.00,518.00,1062.00,357.00
543069461,32.0,Saccade,36,0.73827,NaN,NaN,1058.00,358.00,1118.00,254.00
543101128,130.0,Fixation,33,0.73732,1111.00,256.00,NaN,NaN,NaN,NaN
543231129,18.0,Saccade,37,0.73546,NaN,NaN,1110.00,254.00,1070.00,229.00
543249462,207.0,Fixation,34,0.73004,1077.00,232.00,NaN,NaN,NaN,NaN
543456130,28.0,Saccade,38,0.73071,NaN,NaN,1076.00,232.00,769.00,309.00
543492797,40.0,Saccade,39,0.72966,NaN,NaN,598.00,370.00,243.00,539.00
543532797,123.0,Fixation,35,0.72458,250.00,546.00,NaN,NaN,NaN,NaN
543656131,22.0,Saccade,40,0.72169,NaN,NaN,244.00,548.00,339.00,563.00
543677798,202.0,Fixation,36,0.72379,315.00,563.00,NaN,NaN,NaN,NaN
543879465,23.0,Saccade,41,0.72626,NaN,NaN,317.00,560.00,421.00,562.00
543902799,422.0,Fixation,37,0.72279,410.00,563.00,NaN,NaN,NaN,NaN
544324468,23.0,Saccade,42,0.71861,NaN,NaN,408.00,560.00,507.00,557.00
544347802,138.0,Fixation,38,0.71851,497.00,563.00,NaN,NaN,NaN,NaN
544486135,23.0,Saccade,43,0.72098,NaN,NaN,498.00,566.00,590.00,563.00
544509469,110.0,Fixation,39,0.72323,586.00,561.00,NaN,NaN,NaN,NaN
544619469,23.0,Saccade,44,0.70596,NaN,NaN,595.00,565.00,522.00,635.00
544721137,38.0,Saccade,45,0.70176,NaN,NaN,648.00,619.00,648.00,562.00
544746137,115.0,Fixation,40,0.72115,648.00,558.00,NaN,NaN,NaN,NaN
544861138,23.0,Saccade,46,0.72042,NaN,NaN,647.00,559.00,723.00,567.00
544884471,220.0,Fixation,41,0.72012,712.00,562.00,NaN,NaN,NaN,NaN
545104472,18.0,Saccade,47,0.71602,NaN,NaN,713.00,562.00,764.00,566.00
545122806,140.0,Fixation,42,0.71393,753.00,564.00,NaN,NaN,NaN,NaN
545262807,32.0,Saccade,48,0.71362,NaN,NaN,752.00,570.00,893.00,566.00
545294473,205.0,Fixation,43,0.71308,895.00,565.00,NaN,NaN,NaN,NaN
545499474,23.0,Saccade,49,0.71436,NaN,NaN,895.00,567.00,822.00,574.00
545522808,225.0,Fixation,44,0.71715,825.00,571.00,NaN,NaN,NaN,NaN
545747809,22.0,Saccade,50,0.72035,NaN,NaN,824.00,571.00,898.00,574.00
545769476,275.0,Fixation,45,0.71933,883.00,569.00,NaN,NaN,NaN,NaN
546044477,55.0,Saccade,51,0.71870,NaN,NaN,880.00,571.00,1000.00,341.00
546151146,28.0,Saccade,52,0.71940,NaN,NaN,1006.00,344.00,1095.00,268.00
