starttime,duration,eventType,eventIdx,meanPupilDiameter,meanX,meanY,startSaccadeX,startSaccadeY,endSaccadeX,endSaccadeY
454622497,198.0,Fixation,1,0.83009,944.00,551.00,NaN,NaN,NaN,NaN
454820832,45.0,Saccade,1,0.70005,NaN,NaN,946.00,548.00,467.00,521.00
454865832,147.0,Fixation,2,0.64239,482.00,508.00,NaN,NaN,NaN,NaN
455012501,27.0,Saccade,2,0.61456,NaN,NaN,482.00,506.00,374.00,464.00
455039167,147.0,Fixation,3,0.60910,385.00,472.00,NaN,NaN,NaN,NaN
455185836,28.0,Saccade,3,0.61175,NaN,NaN,383.00,470.00,546.00,461.00
455214170,173.0,Fixation,4,0.62563,543.00,467.00,NaN,NaN,NaN,NaN
455387505,27.0,Saccade,4,0.64767,NaN,NaN,545.00,466.00,368.00,554.00
455419172,8.0,Saccade,5,0.65339,NaN,NaN,389.00,537.00,418.00,540.00
455427505,272.0,Fixation,5,0.67156,402.00,545.00,NaN,NaN,NaN,NaN
455699175,25.0,Saccade,6,0.69668,NaN,NaN,404.00,546.00,372.00,435.00
455729175,7.0,Saccade,7,0.70063,NaN,NaN,374.00,452.00,372.00,471.00
455735841,260.0,Fixation,6,0.71604,375.00,471.00,NaN,NaN,NaN,NaN
455995844,20.0,Saccade,8,0.71884,NaN,NaN,376.00,472.00,462.00,481.00
456015844,162.0,Fixation,7,0.71447,434.00,473.00,NaN,NaN,NaN,NaN
456177514,22.0,Saccade,9,0.70817,NaN,NaN,433.00,479.00,548.00,481.00
456199181,173.0,Fixation,8,0.70772,520.00,475.00,NaN,NaN,NaN,NaN
456372516,25.0,Saccade,10,0.71431,NaN,NaN,519.00,476.00,342.00,567.00
456400849,12.0,Saccade,11,0.71645,NaN,NaN,358.00,554.00,402.00,526.00
456412516,162.0,Fixation,9,0.72065,383.00,540.00,NaN,NaN,NaN,NaN
456574185,32.0,Saccade,12,0.72675,NaN,NaN,378.00,535.00,582.00,532.00
456605851,170.0,Fixation,10,0.72427,595.00,541.00,NaN,NaN,NaN,NaN
456775840,30.0,Saccade,13,0.71580,NaN,NaN,596.00,540.00,794.00,534.00
456805840,222.0,Fixation,11,0.69640,785.00,530.00,NaN,NaN,NaN,NaN
457027510,28.0,Saccade,14,0.68959,NaN,NaN,789.00,532.00,936.00,531.00
457055843,142.0,Fixation,12,0.68720,922.00,529.00,NaN,NaN,NaN,NaN
457197511,28.0,Saccade,15,0.68542,NaN,NaN,922.00,527.00,1086.00,520.00
457225846,77.0,Fixation,13,0.68206,1067.00,530.00,NaN,NaN,NaN,NaN
457302513,55.0,Saccade,16,0.68442,NaN,NaN,1068.00,533.00,357.00,592.00
457357514,213.0,Fixation,14,0.68929,387.00,589.00,NaN,NaN,NaN,NaN
457570849,28.0,Saccade,17,0.69157,NaN,NaN,389.00,600.00,596.00,602.00
457599184,195.0,Fixation,15,0.68689,573.00,601.00,NaN,NaN,NaN,NaN
457794187,25.0,Saccade,18,0.68326,NaN,NaN,577.00,604.00,740.00,598.00
457822520,8.0,Saccade,19,0.68156,NaN,NaN,708.00,600.00,690.00,595.00
457830853,158.0,Fixation,16,0.67679,702.00,597.00,NaN,NaN,NaN,NaN
457989189,33.0,Saccade,20,0.68066,NaN,NaN,703.00,602.00,946.00,577.00
458022522,235.0,Fixation,17,0.67885,936.00,588.00,NaN,NaN,NaN,NaN
458257525,27.0,Saccade,21,0.67982,NaN,NaN,936.00,590.00,1061.00,588.00
458284191,188.0,Fixation,18,0.68466,1044.00,588.00,NaN,NaN,NaN,NaN
458472528,23.0,Saccade,22,0.68279,NaN,NaN,1046.00,587.00,1149.00,585.00
458495861,237.0,Fixation,19,0.67471,1132.00,591.00,NaN,NaN,NaN,NaN
458732531,53.0,Saccade,23,0.67887,NaN,NaN,1132.00,593.00,371.00,590.00
458790864,8.0,Saccade,24,0.68528,NaN,NaN,398.00,592.00,442.00,592.00
458805864,5.0,Saccade,25,0.68596,NaN,NaN,414.00,587.00,404.00,590.00
458810864,115.0,Fixation,20,0.68823,414.00,598.00,NaN,NaN,NaN,NaN
458925866,20.0,Saccade,26,0.69622,NaN,NaN,416.00,598.00,318.00,613.00
458945866,293.0,Fixation,21,0.69499,348.00,606.00,NaN,NaN,NaN,NaN
459239203,28.0,Saccade,27,0.68459,NaN,NaN,345.00,604.00,526.00,602.00
459267537,335.0,Fixation,22,0.67561,517.00,605.00,NaN,NaN,NaN,NaN
459602542,25.0,Saccade,28,0.68075,NaN,NaN,517.00,604.00,656.00,591.00
459627542,130.0,Fixation,23,0.68462,632.00,594.00,NaN,NaN,NaN,NaN
459757543,27.0,Saccade,29,0.68498,NaN,NaN,632.00,590.00,782.00,582.00
459784210,177.0,Fixation,24,0.67479,766.00,591.00,NaN,NaN,NaN,NaN
459960879,28.0,Saccade,30,0.67082,NaN,NaN,767.00,591.00,936.00,588.00
459989212,152.0,Fixation,25,0.67202,921.00,586.00,NaN,NaN,NaN,NaN
460140881,17.0,Saccade,31,0.67655,NaN,NaN,924.00,590.00,877.00,594.00
460157549,105.0,Fixation,26,0.67763,894.00,593.00,NaN,NaN,NaN,NaN
460262550,30.0,Saccade,32,0.67394,NaN,NaN,892.00,592.00,1062.00,578.00
460292550,160.0,Fixation,27,0.66458,1059.00,585.00,NaN,NaN,NaN,NaN
460452552,25.0,Saccade,33,0.66288,NaN,NaN,1057.00,583.00,1160.00,591.00
